License.Number,Facility.Name,address,Phone,Facility.Type,Permit.Type,latitude,longitude,Website
10000180,ALL ABOUT KIDS DAYCARE,925 GREEN LEWIS ROA D SE  BOLIVIA NC28422,"
(910) 253-9700",Center,Three Star Center License,34.0460149,-78.13223948,https://ncchildcare.ncdhhs.gov/childcaresearch
36000508,"ALL ABOUT ME LEARNING CENTER, LLC #1",303 FERSTL AVE BELMONT NC 28012,(704) 827-8046,Center,Four Star Center License,35.26660207,-81.03060586,https://ncchildcare.ncdhhs.gov/childcaresearch
92003896,ALL ABOUT MELANATED EXCELLENCE CHILD ENRICHMENT,2489 WENDELL BLVD WENDELL NC 27591,(919) 366-1926,Center,Four Star Center License,35.80231022,-78.39964979,https://ncchildcare.ncdhhs.gov/childcaresearch
24000165,ALL ANNIE'S CHILDREN,2694 GENERAL HOWE HWY RIEGELWOOD NC 28456,(910) 655-4785,Center,Three Star Center License,34.35602611,-78.27673641,https://ncchildcare.ncdhhs.gov/childcaresearch
11000805,ALL GOD'S CHILDREN CEC II,89 GOUGHES BRANCH  RD  LEICESTER NC 28748,"
(828) 515-0661",Center,Five Star Center License,35.63640008,-82.67903435,https://ncchildcare.ncdhhs.gov/childcaresearch
11000909,ALL KIDS ACADEMY LLC,152 WEAVERVILLE  RD  ASHEVILLE NC 28804,"
(828) 658-3466",Center,Four Star Center License,35.64642209,-82.58063339,https://ncchildcare.ncdhhs.gov/childcaresearch
32002058,ALL MY CHILDREN CHILD CARE CENTER,3011 ACADEMY  RD  DURHAM NC 27707,(919) 401-6654,Center,Four Star Center License,35.97027475,-78.9436313,https://ncchildcare.ncdhhs.gov/childcaresearch
32002227,ALL MY CHILDREN CHILD CARE CENTER,2101 ANGIER AVE DURHAM NC 27703,(919) 381-5787,Center,Four Star Center License,35.98210915,-78.87774308,https://ncchildcare.ncdhhs.gov/childcaresearch
64000146,ALL SMILES CHILD CARE CENTER,1046 N WINSTEAD AVE ROCKY MOUNT NC 27804,"
(252) 443-6556",Center,Four Star Center License,35.98145907,-77.84106365,https://ncchildcare.ncdhhs.gov/childcaresearch
84000280,ALL STAR LEARNING CENTER,221 S MAIN ST NEW LONDON NC 28127,"
(704) 463-4422",Center,Four Star Center License,35.44298772,-80.21902698,https://ncchildcare.ncdhhs.gov/childcaresearch
84000198,"ALL STAR LEARNING CENTER OF STANLY CO. OF NC, INC.",34455 SPRINGDALE DR NEW LONDON NC 28127,(704) 463-4422,Center,Five Star Center License,35.41409389,-80.20933744,https://ncchildcare.ncdhhs.gov/childcaresearch
92003758,ALL STARZ APEX,7461 ROBERTS  RD  CARY NC 27519,(919) 335-0061,Center,Five Star Center License,35.77008917,-78.89400404,https://ncchildcare.ncdhhs.gov/childcaresearch
92002485,ALL STARZ CHILDREN'S ACADEMY,6410 MCCRIMMON PARKWAY MORRISVILLE NC 27560,(919) 467-3339,Center,Five Star Center License,35.8336457,-78.85930137,https://ncchildcare.ncdhhs.gov/childcaresearch
92003306,ALL STARZ CHILDREN'S ACADEMY,7240 O'KELLY CHAPEL  RD   CARY NC 27519,"(919) 237-2445
",Center,Five Star Center License,35.84373239,-78.89563798,https://ncchildcare.ncdhhs.gov/childcaresearch
41002112,ALLEN JAY ELEMENTARY NC PRE-K PROGRAM,1311 E SPRINGFIELD  RD  HIGH POINT NC 27263,"
(336) 434-8490",Center,Four Star Center License,35.9317487,-79.95504732,https://ncchildcare.ncdhhs.gov/childcaresearch
78000455,ALLENTON HEAD START,166 LAMB RD LUMBERTON NC 28358,"
(910) 608-0326",Center,Five Star Center License,34.59366958,-78.92531991,https://ncchildcare.ncdhhs.gov/childcaresearch
60003932,ALLIANCE CENTER FOR EDUCATION AT BRIGHTWALK,1240 BADGER CT CHARLOTTE NC 28206,(980) 237-0020,Center,Five Star Center License,35.25344045,-80.83677427,https://ncchildcare.ncdhhs.gov/childcaresearch
60003944,ALLIANCE CENTER FOR EDUCATION AT MULBERRY,6450 TUCKASEEGEE  RD  CHARLOTTE NC 28214,(704) 362-3901,Center,Four Star Center License,35.24484596,-80.9340563,https://ncchildcare.ncdhhs.gov/childcaresearch
60002805,ALLIANCE CENTER FOR EDUCATION AT OAKLAWN,1920 STROUD PARK CT CHARLOTTE NC 28206,(704) 334-1974,Center,Five Star Center License,35.2496612,-80.84071275,https://ncchildcare.ncdhhs.gov/childcaresearch
60000829,ALLIANCE CENTER FOR EDUCATION AT SOUTHSIDE,2617 BALTIMORE AVE CHARLOTTE NC 28203,(704) 371-6470,Center,Five Star Center License,35.20639897,-80.87085057,https://ncchildcare.ncdhhs.gov/childcaresearch
60004024,ALLIANCE CENTER FOR EDUCATION AT THE PLAZA,6015 BARRINGTON DR CHARLOTTE NC 28215,(704) 567-3883,Center,Four Star Center License,35.25224387,-80.74799291,https://ncchildcare.ncdhhs.gov/childcaresearch
60003106,ALLIANCE CENTER FOR EDUCATION STEPHANIE JENNINGS,3320 N SHARON AMITY  RD  CHARLOTTE NC 28205,(980) 355-0978,Center,Five Star Center License,35.20478925,-80.75963856,https://ncchildcare.ncdhhs.gov/childcaresearch
41001759,ALLRED & ALLRED DAYCARE CENTER,619 JOSEPH TERRACE GREENSBORO NC 27405,"
(336) 275-1616",Center,Three Star Center License,36.08539632,-79.74897876,https://ncchildcare.ncdhhs.gov/childcaresearch
26001634,ALMA EASOM PRIME TIME,1610 WLAWN AVE FAYETTEVILLE NC 28305,(910) 678-2451,Center,Three Star Center License,35.06032784,-78.907851,https://ncchildcare.ncdhhs.gov/childcaresearch
30000024,"ALMOST HOME CHILD CARE, LLC",571 S MAIN ST MOCKSVILLE NC 27028,"
(336) 751-7529",Center,Five Star Center License,35.88743183,-80.56228454,https://ncchildcare.ncdhhs.gov/childcaresearch
35000098,"ALMOST HOME WEE CARE, LLC",583 FLAT ROCK CHURCH   RD   LOUISBURG NC27549,"
(919) 556-4121",Center,Three Star Center License,36.02197629,-78.37505794,https://ncchildcare.ncdhhs.gov/childcaresearch
23000466,ALONG CAME A SCHOLAR,1633 S LAFAYETTE  ST  SHELBY NC 28152,"
(704) 466-3584",Center,Four Star Center License,35.26379295,-81.55842895,https://ncchildcare.ncdhhs.gov/childcaresearch
26002213,ALPHA ACADEMY,8030 RAEFORD RD FAYETTEVILLE NC 28304,(910) 223-7711,Center,Five Star Center License,35.03211261,-79.0669716,https://ncchildcare.ncdhhs.gov/childcaresearch
41002079,ALPHA ACADEMY,612 W FAIRFIELD  RD  HIGH POINT NC 27263,"
(336) 434-4420",Center,Four Star Center License,35.92271357,-79.99286953,https://ncchildcare.ncdhhs.gov/childcaresearch
54000359,ALPHA AND OMEGA CHRISTIAN DAY CARE,410 E WASHINGTON AVE  KINSTON NC 28501,(252) 522-9911,Center,Four Star Center License,35.2663492,-77.5745199,https://ncchildcare.ncdhhs.gov/childcaresearch
65001100,AlphaBest @ ALA Coastal,1135 PANDION DR WILMINGTON NC 28411,(910) 512-0849,Center,Temporary License,34.31297332,-77.76777349,https://ncchildcare.ncdhhs.gov/childcaresearch
49000193,"AMERICAN CHILD, INC.",115 COOPER  ST  STATESVILLE NC 28677,"
(704) 838-1993",Center,Four Star Center License,35.78424491,-80.88698761,https://ncchildcare.ncdhhs.gov/childcaresearch
26002532,AMIRA AMOR CHILDCARE CENTER,980 KENNESAW DR FAYETTEVILLE NC 28314,(910) 920-4723,Center,Three Star Center License,35.03957016,-79.04131629,https://ncchildcare.ncdhhs.gov/childcaresearch
43000171,ANDERSON CREEK CHURCH CHILD DEVELOPMENT CENTER,8227 ELLIOTT BRIDGE   RD   SPRING LAKE NC28390,"
(910) 497-2286",Center,Four Star Center License,35.23625545,-78.88138174,https://ncchildcare.ncdhhs.gov/childcaresearch
43000542,ANDERSON CREEK PRIMARY SCHOOL,914 ANDERSON CREEK SCHOOL RD BUNNLEVEL NC 28323,(910) 893-4523,Center,Five Star Center License,35.28343221,-78.91632557,https://ncchildcare.ncdhhs.gov/childcaresearch
1000561,ANDREWS ELEMENTARY PREK,2630 BUCKINGHAM RD BURLINGTON NC 27217,"
(336) 570-6170",Center,Five Star Center License,36.09308281,-79.38464072,https://ncchildcare.ncdhhs.gov/childcaresearch
159003,ANDREWS MEMORIAL READINESS SCHOOL II,303 W ELM  ST  GRAHAM NC 27253,"
(336) 226-5201",Center,GS 110-106,36.06951218,-79.40544576,https://ncchildcare.ncdhhs.gov/childcaresearch
74000863,ANGEL'S ABOVE CHILDCARE CENTER,4932 EERN PINES  RD  GREENVILLE NC 27858,"
(252) 493-1503",Center,Three Star Center License,35.56953287,-77.30797021,https://ncchildcare.ncdhhs.gov/childcaresearch
78000401,ANGEL'S CHILDCARE & LEARNING CENTER LLC,22492 HWY 301 N PARKTON NC 28371,(910) 858-0614,Center,Four Star Center License,34.87607538,-78.97553786,https://ncchildcare.ncdhhs.gov/childcaresearch
4351943,ANGIER BAPTIST CHURCH DAY CARE,309 HICKORY  ST  ANGIER NC 27501,(919) 639-2051,Center,GS 110-106,35.51164872,-78.73327472,https://ncchildcare.ncdhhs.gov/childcaresearch
43000585,ANGIER ELEMENTARY SCHOOL,130 E MCIVER ST ANGIER NC 27501,(919) 639-6620,Center,Five Star Center License,35.50423247,-78.73591461,https://ncchildcare.ncdhhs.gov/childcaresearch
1659000,METH. CHURCH DAY SCHOOL,500 ANN ST BEAUFORT NC 28516,"
(252) 728-5411",Center,Prov GS 110-106,34.71769258,-76.66356752,https://ncchildcare.ncdhhs.gov/childcaresearch
63000547,ANNA'S LITTLE ANGELS,104 MEREDITH DR ABERDEEN NC 28315,"
(910) 986-9391",Center,Three Star Center License,35.11885969,-79.41968582,https://ncchildcare.ncdhhs.gov/childcaresearch
1000658,ANNIE'S BLESSED CHILDREN DAYCARE 2,725 CHAPEL HILL  RD  BURLINGTON NC 27215,"
(336) 270-5015",Center,Three Star Center License,36.07451825,-79.44346246,https://ncchildcare.ncdhhs.gov/childcaresearch
26000066,ANNIE'S DAY & NIGHT CARE,5371 SILVERPINE DR FAYETTEVILLE NC 28303,(910) 487-0817,Center,Four Star Center License,35.08684411,-78.97326865,https://ncchildcare.ncdhhs.gov/childcaresearch
23000458,"ANOINTED CHILDREN CHILDCARE ACADEMY, LLC",915 FALLSTON  RD  SHELBY NC 28150,(704) 419-2377,Center,Five Star Center License,35.30652072,-81.52344484,https://ncchildcare.ncdhhs.gov/childcaresearch
60001352,ANOINTED FUTURE CHILD CARE,6300 FARM POND LN CHARLOTTE NC 28212,(704) 910-0348,Center,Five Star Center License,35.19294937,-80.74027205,https://ncchildcare.ncdhhs.gov/childcaresearch
60004318,Anointed Future Child Development Center,5842 HICKORY GROVE RD CHARLOTTE NC 28215,(980) 355-0008,Center,Four Star Center License,35.22272535,-80.73012701,https://ncchildcare.ncdhhs.gov/childcaresearch
32001878,ANOTHER BEAUTIFUL BEGINNINGS CHILD CARE CENTER,1309 ANGIER AVE DURHAM NC 27701,(919) 682-5292,Center,Five Star Center License,35.98566516,-78.88721328,https://ncchildcare.ncdhhs.gov/childcaresearch
96000317,ANTIOCH CHILD CARE ACADEMY,601 W ELM  ST  GOLDSBORO NC 27530,(919) 734-0156,Center,Five Star Center License,35.37907463,-78.00716774,https://ncchildcare.ncdhhs.gov/childcaresearch
41002339,AOSK PRESCHOOL AND AFTERSCHOOL,1125 TUCKER  ST  GREENSBORO NC 27405,"
(336) 763-6614",Center,Five Star Center License,36.08826548,-79.76476715,https://ncchildcare.ncdhhs.gov/childcaresearch
92003890,APEX FRIENDSHIP ELEMENTARY,7901 HUMIE OLIVE RD APEX NC 27502,"
(919) 694-8454",Center,Five Star Center License,35.7035513,-78.91101316,https://ncchildcare.ncdhhs.gov/childcaresearch
92003307,"APEX PEAK SCHOOLS, INC.",432 E WILLIAMS  ST  APEX NC 27502,"
(919) 267-8557",Center,One Star Center License,35.72548838,-78.8494714,https://ncchildcare.ncdhhs.gov/childcaresearch
64000430,"APPLE TREE WEE SCHOOL, INC.",2790 NICODEMUS MILE   RD   ROCKY MOUNT NC27804,"
(252) 937-7525",Center,Four Star Center License,35.97571821,-77.83991166,https://ncchildcare.ncdhhs.gov/childcaresearch
41001827,APPLE'S CHAPEL CHRISTIAN DAYCARE,7345 NC HWY 61 N GIBSONVILLE NC 27249,"
(336) 656-3693",Center,GS 110-106,36.1951662,-79.59178652,https://ncchildcare.ncdhhs.gov/childcaresearch
23000115,APPLES OF GOLD PRESCHOOL,1633 S POST  RD  SHELBY NC 28152,(704) 481-9265,Center,Four Star Center License,35.23902876,-81.51301466,https://ncchildcare.ncdhhs.gov/childcaresearch
23000307,APPLES OF GOLD TOO,1633 S POST  RD  SHELBY NC 28152,(704) 481-9265,Center,Five Star Center License,35.23902876,-81.51301466,https://ncchildcare.ncdhhs.gov/childcaresearch
92002330,APPLETREE CHILD DEVELOPMENT CENTER,4604 POOLE RD RALEIGH NC 27610,(919) 255-3434,Center,Five Star Center License,35.76522029,-78.55910572,https://ncchildcare.ncdhhs.gov/childcaresearch
9255418,APPLETREE DAY CARE,104 CLARENDON CRESCENT RALEIGH NC 27610,(919) 821-7705,Center,Five Star Center License,35.78012256,-78.60257505,https://ncchildcare.ncdhhs.gov/childcaresearch
92001305,APPLETREE DAY CARE #3,5105 OLD POOLE RD RALEIGH NC 27610,(919) 231-3949,Center,Five Star Center License,35.76228561,-78.55758553,https://ncchildcare.ncdhhs.gov/childcaresearch
92000412,APPLETREE DAY CARE II,2217 NEW BERN AVE RALEIGH NC 27610,(919) 821-7757,Center,Five Star Center License,35.77994494,-78.60428654,https://ncchildcare.ncdhhs.gov/childcaresearch
60003990,APPLETREE NATURE SCHOOL,12708 HAMILTON  RD  CHARLOTTE NC 28273,(980) 237-7174,Center,One Star Center License,35.08596137,-80.98402914,https://ncchildcare.ncdhhs.gov/childcaresearch
41002249,APPLEVILLE ACADEMY,2206 ECHESTER DR HIGH POINT NC 27265,"
(336) 882-2206",Center,Four Star Center License,36.02155689,-79.97462814,https://ncchildcare.ncdhhs.gov/childcaresearch
26001750,ARETHER'S LITTLE M & M'S CHILDCARE II,3389 CUMBERLAND  RD  FAYETTEVILLE NC 28306,(910) 424-1822,Center,Five Star Center License,35.01712139,-78.92301998,https://ncchildcare.ncdhhs.gov/childcaresearch
26001524,ARETHER'S LITTLE M&M CHILDCARE,3377 CUMBERLAND RD FAYETTEVILLE NC 28306,(910) 423-1305,Center,Four Star Center License,35.01734524,-78.9221134,https://ncchildcare.ncdhhs.gov/childcaresearch
1000324,ARMC FAMILY ENRICHMENT CENTER,981 KIRKPATRICK RD BURLINGTON NC 27215,"
(336) 586-9767",Center,Five Star Center License,36.06371476,-79.49805881,https://ncchildcare.ncdhhs.gov/childcaresearch
26002204,ARMSTRONG ELEMENTARY,3395 DUNN  RD  FAYETTEVILLE NC 28312,(910) 483-7370,Center,Five Star Center License,35.08979388,-78.78892744,https://ncchildcare.ncdhhs.gov/childcaresearch
41000842,ARNETTA'S HOME CHILD CARE SERVICES,1411 LEXINGTON AVE GREENSBORO NC 27403,"
(336) 274-7126",Center,Five Star Center License,36.05319807,-79.80973516,https://ncchildcare.ncdhhs.gov/childcaresearch
36000609,AROUND THE WORLD LEARNING CENTER INC.,841 LOWER DALLAS HWY DALLAS NC 28034,(704) 215-7343,Center,Three Star Center License,35.31584416,-81.16262587,https://ncchildcare.ncdhhs.gov/childcaresearch
92003359,ARROW CHRISTIAN PRESCHOOL,4400 OLD POOLE  RD  RALEIGH NC 27610,(919) 830-1948,Center,Four Star Center License,35.76370715,-78.56623648,https://ncchildcare.ncdhhs.gov/childcaresearch
9255315,ASBURY PRESCHOOL,6612 CREEDMOOR  RD  RALEIGH NC 27613,(919) 846-4773,Center,Five Star Center License,35.87608892,-78.67901503,https://ncchildcare.ncdhhs.gov/childcaresearch
555002,ASHE DEVELOPMENTAL DAY SCHOOL,522 ACADEMY  ST  JEFFERSON NC 28640,"
(336) 846-7791",Center,Five Star Center License,36.41576693,-81.4683685,https://ncchildcare.ncdhhs.gov/childcaresearch
5000051,"ASHE SUPPORT SERVICES EARLY
LEARNING CENTER",406 SCHOOL AVE W JEFFERSON NC 28694,"
(336) 846-3221",Center,License,36.40165062,-81.48924937,https://ncchildcare.ncdhhs.gov/childcaresearch
92003225,ASHEBRIDGE CHILDREN'S ACADEMY,916 OLD HONEYCUTT RD FUQUAY-VARINA NC 27526,(919) 762-0605,Center,Five Star Center License,35.58498279,-78.76726527,https://ncchildcare.ncdhhs.gov/childcaresearch
1155191,ASHEVILLE CATHOLIC SCHOOL,12 CULVERN  ST  ASHEVILLE NC 28804,"
(828) 252-7896",Center,GS 110-106,35.6313802,-82.5514668,https://ncchildcare.ncdhhs.gov/childcaresearch
1153238,ASHEVILLE HIGH SCHOOL PRE K,419 MCDOWELL  ST  ASHEVILLE NC 28803,"
(828) 350-2900",Center,Five Star Center License,35.57374092,-82.55062526,https://ncchildcare.ncdhhs.gov/childcaresearch
11000138,ASHEVILLE JEWISH COMMUNITY CENTER,236 CHARLOTTE  ST  ASHEVILLE NC 28801,"
(828) 253-0701",Center,Five Star Center License,35.60781707,-82.5462422,https://ncchildcare.ncdhhs.gov/childcaresearch
90000385,ASSEMBLY OF GOD DAY CARE,6800 STEVENS MILL  RD  MATTHEWS NC 28104,"
(704) 893-0073",Center,GS 110-106,35.12908723,-80.63258279,https://ncchildcare.ncdhhs.gov/childcaresearch
9555061,ASU CHILD DEVELOPMENT CENTER,538 POPLAR GROVE BOONE NC 28608,(828) 262-2116,Center,Five Star Center License,36.21987426,-81.69138685,https://ncchildcare.ncdhhs.gov/childcaresearch
45000241,ATKINSON PSAM-PSPM- PLUS,2510 OLD KANUGA  RD  HENDERSONVILLE NC 28739,(828) 697-4936,Center,Five Star Center License,35.2850374,-82.49239992,https://ncchildcare.ncdhhs.gov/childcaresearch
16000178,ATLANTIC ELEMENTARY SCHOOL PRE-K,151 SCHOOL DR ATLANTIC NC 28511,"
(252) 225-3961",Center,Five Star Center License,34.88251053,-76.34142647,https://ncchildcare.ncdhhs.gov/childcaresearch
8000103,Aulander Pre-K,2515 NC 305 AULANDER NC 27805,"
(252) 345-3211",Center,Five Star Center License,36.21474211,-77.10542414,https://ncchildcare.ncdhhs.gov/childcaresearch
60000525,AUNTIE MAMMIE'S DAYCARE,801 BRAXFIELD DR CHARLOTTE NC 28217,(704) 449-3693,Center,Three Star Center License,35.15432995,-80.88709868,https://ncchildcare.ncdhhs.gov/childcaresearch
42000212,AURELIAN SPRINGS INSTITUTE OF GLOBAL LEARNING,10536 HWY 48 LITTLETON NC 27850,"
(252) 586-4944",Center,Five Star Center License,36.36355195,-77.80680201,https://ncchildcare.ncdhhs.gov/childcaresearch
92003585,AVERSBORO ELEMENTARY SCHOOL,1605 AVERSBORO RD GARNER NC 27529,(919) 662-2325,Center,Four Star Center License,35.6901886,-78.61689731,https://ncchildcare.ncdhhs.gov/childcaresearch
92003372,"AVERSBORO ROAD CHILD CARE CENTER, LLC",1701 AVERSBORO  RD  GARNER NC 27529,(919) 395-4136,Center,Four Star Center License,35.68785847,-78.61706264,https://ncchildcare.ncdhhs.gov/childcaresearch
11000927,AVERY'S CREEK HEAD START,15 PARK S. BLVD. ARDEN NC 28704,(828) 776-0471,Center,Four Star Center License,35.47548991,-82.58006904,https://ncchildcare.ncdhhs.gov/childcaresearch
6055484,AVONDALE CHILDREN'S CENTER,2821 PARK  RD  CHARLOTTE NC 28209,(704) 377-6960,Center,Five Star Center License,35.19323986,-80.85224089,https://ncchildcare.ncdhhs.gov/childcaresearch
91000212,AYCOCK ELEMENTARY PRE K,305 CAREY CHAPEL RAOD HENDERSON NC 27537,"
(252) 492-1516",Center,Five Star Center License,36.32104031,-78.35901301,https://ncchildcare.ncdhhs.gov/childcaresearch
74000747,AYDEN ELEMENTARY PRE-K,187 THIRD  ST  AYDEN NC 28513,"
(252) 746-2121",Center,Five Star Center License,35.47515866,-77.4334382,https://ncchildcare.ncdhhs.gov/childcaresearch
74000848,AYDEN HEAD START CENTER,262 THIRD  ST  AYDEN NC 28513,"
(252) 746-0434",Center,Five Star Center License,35.47335077,-77.42844699,https://ncchildcare.ncdhhs.gov/childcaresearch
60003974,"B&B DAYCARE CENTER, INC.",5411 TWIN LN CHARLOTTE NC 28269,(704) 395-2460,Center,Five Star Center License,35.29196714,-80.80663779,https://ncchildcare.ncdhhs.gov/childcaresearch
4159020,B'NAI SHALOM DAY SCHOOL,804 WINVIEW DR GREENSBORO NC 27410,"
(336) 855-5091",Center,GS 110-106,36.09503194,-79.8571781,https://ncchildcare.ncdhhs.gov/childcaresearch
4152176,BABY'S WORLD #1,2601 PHILLIPS AVE GREENSBORO NC 27405,"
(336) 378-1885",Center,Three Star Center License,36.09457815,-79.74293438,https://ncchildcare.ncdhhs.gov/childcaresearch
4155201,BABY'S WORLD #2,2601 PHILLIPS AVE GREENSBORO NC 27405,"
(336) 378-1885",Center,Four Star Center License,36.09457815,-79.74293438,https://ncchildcare.ncdhhs.gov/childcaresearch
41001047,BABY'S WORLD #3,2605 PHILLIPS AVE GREENSBORO NC 27405,"
(336) 378-1885",Center,Four Star Center License,36.09457574,-79.74288688,https://ncchildcare.ncdhhs.gov/childcaresearch
64000307,BAILEY ELEMENTARY SCHOOL,6288 PINE  ST  BAILEY NC 27807,"
(252) 235-5205",Center,Five Star Center License,35.78113592,-78.1156987,https://ncchildcare.ncdhhs.gov/childcaresearch
34001394,BAILEY PRESCHOOL,1300 POLO  RD  WINSTON-SALEM NC 27106,"
(336) 407-4813",Center,Four Star Center License,36.13845974,-80.28482156,https://ncchildcare.ncdhhs.gov/childcaresearch
60004229,BAIN ELEMENTARY ASEP,11540 BAIN SCHOOL  RD  CHARLOTTE NC 28227,(980) 343-5567,Center,Four Star Center License,35.17539399,-80.64798254,https://ncchildcare.ncdhhs.gov/childcaresearch
26001040,BAL PERAZIM CHILD CARE CENTER,4920 MANOS ST FAYETTEVILLE NC 28303,(910) 487-4072,Center,Five Star Center License,35.09089201,-78.95563078,https://ncchildcare.ncdhhs.gov/childcaresearch
60004223,BALLANCREST ACADEMY,8165 ARDREY KELL  RD  CHARLOTTE  NC 28277,"
(704) 841-0805",Center,Five Star Center License,35.03826827,-80.79569065,https://ncchildcare.ncdhhs.gov/childcaresearch
60002975,BALLANTYNE ELEMENTARY ASEP,15425 SCHOLASTIC LN CHARLOTTE NC 28277,(980) 343-1467,Center,Five Star Center License,35.03720479,-80.8569807,https://ncchildcare.ncdhhs.gov/childcaresearch
18000437,BALLS CREEK ELEMENTARY PRE- SCHOOL,2620 BALLS CREEK RD NEWTON NC 28658,(828) 464-4766,Center,Five Star Center License,35.63110308,-81.12813681,https://ncchildcare.ncdhhs.gov/childcaresearch
92003437,BAMBINO'S PLAYSCHOOL,3404 DAVIS DR CARY NC 27519,(919) 694-5777,Center,Five Star Center License,35.81428309,-78.84776376,https://ncchildcare.ncdhhs.gov/childcaresearch
60000632,BANANA-RAMA DAY CARE,6330 OLD COACH  RD  CHARLOTTE NC 28215,(704) 563-1423,Center,Four Star Center License,35.25911735,-80.75748655,https://ncchildcare.ncdhhs.gov/childcaresearch
